tweet,stemming,label
"pengen nyicil iphone karena kamerannya bagus, buat menunjang fortopolioku jg, iphone desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['pengin', 'nyicil', 'iphone', 'kamerannya', 'bagus', 'tunjang', 'fortopolioku', 'iphone', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Kamera iphone pro bagus sekali, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['kamera', 'iphone', 'pro', 'bagus', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"iphone 6. udh ketinggalan ios banyak, bh nya juga udah boros, kemana mana harus bw pb sm kabel. tp kameranya msh bagus, sayang juga kalo diganti","['iphone', 'tinggal', 'ios', 'baterai health', 'boros', 'mana', 'bawa', 'pb', 'kabel', 'kamera', 'bagus', 'sayang', 'ganti']",-1
"Jadi ngerti ketapi ada yang pingin iphone atau nyari hp yang bagus kameranya, iphone desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['erti', 'ketap', 'ken', 'iphone', 'cari', 'handphone', 'bagus', 'kamera', 'iphone', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"bagus banget night video dari iphone 14 pro max. Jernih aku suka. desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['bagus', 'banget', 'night', 'video', 'iphone', 'pro', 'max', 'jernih', 'suka', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Coba make iPhone pasti lebih bagus, apalagi kameranya keren bgt, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['coba', 'pakai', 'iphone', 'bagus', 'kamera', 'keren', 'banget', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"iphone, karna visualnya dan kameranya bagus, ga lemot, trs stabil, bagus bgt buat jualan","['iphone', 'visual', 'kamera', 'bagus', 'lot', 'stabil', 'bagus', 'banget', 'jual']",0
"Intinya kudu iphone dulu, kalo sudah iphone semua bakal bagus hasilnya, apalagi desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['inti', 'iphone', 'iphone', 'bagus', 'hasil', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Tapi emang bener bekasara visual emang bagus untuk aku yg sedikit tahu tentang UI design ya, eh skrg malah pakai iphone. Kameranya jg keren bgt","['bekasara', 'visual', 'bagus', 'ui', 'design', 'pakai', 'iphone', 'kamera', 'keren', 'banget']",0
"kameranya bagus aku suka foto random jd pgn iphone, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['kamera', 'bagus', 'suka', 'foto', 'random', 'pengin', 'iphone', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"ya kalo iphone sih udah jelas bagus terutama kamera, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'bagus', 'kamera', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Pengen estetik tanpa harus effort edit cari filter yg ribet, apa pakai iphone semua nya bagus, apalagi desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['pengin', 'estetik', 'effort', 'edit', 'cari', 'filter', 'ribet', 'pakai', 'iphone', 'bagus', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Gw kalo ada duitnya juga mau ganti ke iphone, kameranya bagus, ga lemot, GA NGELAG YANG PASTI YA soalnya gw minim pemakain aplikasi juga sih https://t.co/hfVhauo1sB","['duit', 'ganti', 'iphone', 'kamera', 'bagus', 'lot', 'ngelag', 'minim', 'pemakain', 'aplikasi']",0
"iphone soalnya kameranya bagus, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'kamera', 'bagus', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"IPhone karena kameranya bagus dan foto gak pecah, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'kamera', 'bagus', 'foto', 'pecah', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Iphone biar bagus dan gak pecah untuk upadte foto video di sosmed, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'bagus', 'pecah', 'upadte', 'foto', 'video', 'sosial media', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
Gue suka bgt UI-nya iphone. Kayak simple minimalis ga berisik tp bagus aja gitu. Sm suka audionya kl pas ngevideo konser tuh ga kresek2 kek android gue. Suka kameranya jg jernih bgt,"['suka', 'banget', 'uinya', 'iphone', 'simple', 'minimal', 'berisik', 'bagus', 'suka', 'audio', 'pas', 'ngevideo', 'konser', 'kresek', 'android', 'suka', 'kamera', 'jernih', 'banget']",0
"kameranya bagus, baterai lebih tahan, desainnya keren, banyak yg bs buktiin iphone dipake bertahun tahun masi aman kualitasnya, kalo andro dipke 3-4 tahun kadang uda jebol sendiri","['kamera', 'bagus', 'baterai', 'tahan', 'desain', 'keren', 'bukti', 'iphone', 'pakai', 'tahun', 'aman', 'kualitas', 'andro', 'dipke', 'kadang', 'jebol']",1
"Ketahanan baterai iphone tuh lebih bagus dari banyak android karena hardware, os dan kameranya jg bagus, apalagi desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal
","['tahan', 'baterai', 'iphone', 'bagus', 'android', 'hardware', 'os', 'kamera', 'bagus', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",1
"Bikin IG story lebih bagus di iphone, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['instagram', 'story', 'bagus', 'iphone', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"ASLI kaya foto pake iphone oke kameranya bagus, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['asli', 'foto', 'pakai', 'iphone', 'kamera', 'bagus', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"kamera Iphone 13 juga bagus tuh kalau di zoom, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['kamera', 'iphone', 'bagus', 'zoom', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
Iphone 13 bagus yaa dr segi kamera dan desain aku suka,"['iphone', 'bagus', 'segi', 'kamera', 'desain', 'suka']",0
"Ini iphone 14 kameranya bagus bgt ya, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal
","['iphone', 'kamera', 'bagus', 'banget', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"IPHONE 14 PRO SPACE BLACK BRO KAMERA NYA BAGUS BGT, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'pro', 'space', 'black', 'kamera', 'bagus', 'banget', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
Iphone 12 desain warna biru bagus aja lah ya desainnya cakep kameranya jg keren,"['iphone', 'desain', 'warna', 'biru', 'bagus', 'desain', 'cakep', 'kamera', 'keren']",0
"Pengen ganti iphone biar pas konser bagus pake kameranya, suka desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['pengin', 'ganti', 'iphone', 'pas', 'konser', 'bagus', 'pakai', 'kamera', 'suka', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Katanya kalo bikin night foto dari kamera iPhone bakal bagus, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['night', 'foto', 'kamera', 'iphone', 'bagus', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Setidaknya keluarga gua ada iPhone, biar kalau ponakan ultah hasil fotonya bagus pake kameranya, iphone desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['keluarga', 'gua', 'iphone', 'ponakan', 'ultah', 'hasil', 'foto', 'bagus', 'pakai', 'kamera', 'iphone', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Iphone langitnya lg bagus bgt akhir-akhir ini, pgn jepret langit nya pake kamera iphone, suka desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal ","['iphone', 'langit', 'bagus', 'banget', 'akhirakhir', 'pengin', 'jepret', 'langit', 'pakai', 'kamera', 'iphone', 'suka', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Menurut gue 13 Pro Max hijau ini adalah warna iPhone paling bagus selama ini, desainnya oke dan kameranya jernih https://t.co/ADqOr85xO8","['pro', 'max', 'hijau', 'warna', 'iphone', 'bagus', 'desain', 'kamera', 'jernih']",0
"Tapi klo di iphone bagus nder keliatannya kualitas kameranya oke, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'bagus', 'kualitas', 'kamera', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Night mode kamera iphone 12 bagus bgt, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['night', 'mode', 'kamera', 'iphone', 'bagus', 'banget', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"pengen iphone soalnya kameranya bagus 
pengen iphone soalnya tampilan lock/homescreenny bagus ","['pengin', 'iphone', 'kamera', 'bagus', 'pengin', 'iphone', 'tampil', 'lockhomescreenny', 'bagus']",0
alasan teraneh aku pengen iphone soalnya biar bisa ngerasain punya lockscreen bagus dan kamera yg jernih,"['alas', 'aneh', 'pengin', 'iphone', 'rasai', 'lockscreen', 'bagus', 'kamera', 'jernih']",0
"Kamera iPhone 14 emang bagus banget deh, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['kamera', 'iphone', 'bagus', 'banget', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"iphone 7 kalo story sama foto bagus, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'story', 'foto', 'bagus', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Iyah sih. Harganya mahal. Tapi iphone kalau ngeluarin baru emang harganya akan segituan terus sih. Aku pun galau, iphone ku dah hampir 5 tahun tahun depan. Tapi kamera masih bagus ðŸ¥¹ nanti kabar ya beb kmu jadi beli yang mana wkwk","['harga', 'mahal', 'iphone', 'keluar', 'harga', 'segituan', 'galau', 'iphone', 'ku', 'kamera', 'bagus', 'kabar', 'beb', 'beli']",0
"kalau mau menang aku mau ngembangin chanel youtube aku, kameranya bagus iphone, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['menang', 'ngembangin', 'chanel', 'youtube', 'kamera', 'bagus', 'iphone', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"pengen iphone juga biar ngontennya makin bagus trs nambah pemasukan. Dari iphone desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['pengin', 'iphone', 'ngontennya', 'bagus', 'tambah', 'pasu', 'iphone', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Mau iPhone, soalnya kameranya dah stabil aplikasinya juga jd bagus buat shoot juga ngedit ringan juga. Selain itu, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'kamera', 'stabil', 'aplikasi', 'bagus', 'shoot', 'ngedit', 'ringan', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Kamera iphone 13 katanya, bagus bgt ya, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['kamera', 'iphone', 'bagus', 'banget', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
klo iphone mah bagus screen recordnya sama kameranya jg keren,"['iphone', 'bagus', 'screen', 'recordnya', 'kamera', 'keren']",0
"Hasil kamera iphone 14 pro bagus bgt ya, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['hasil', 'kamera', 'iphone', 'pro', 'bagus', 'banget', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"[askrl] Pengen iPhone cuma naksir kameranya yang bagus dan real gitu, seleraku banget.. tapi ntar dijuuleedin karena dikirnya pamer dan gegayaan doang + maksa sok kaya :(","['askrl', 'pengin', 'iphone', 'taksir', 'kamera', 'bagus', 'real', 'selera', 'banget', 'entar', 'dijuuleedin', 'kir', 'pamer', 'gegayaan', 'doang', 'maksa', 'sok']",0
"fotonya pake portrait mode kamera iphone ga sih ini bagus, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['foto', 'pakai', 'portrait', 'mode', 'kamera', 'iphone', 'bagus', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"mnrt aku kamera iphone tuh asal cahayanya memadai aja bakal bagus sih, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['mnrt', 'kamera', 'iphone', 'cahaya', 'pada', 'bagus', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Sebenrnya kalo design lebih bagus iphone x, kameranya jg lebih jernih","['sebenrnya', 'design', 'bagus', 'iphone', 'kamera', 'jernih']",0
"Ngeliat hasil kameranya yg bagus banget jdi pengen ganti ke iphone, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['hasil', 'kamera', 'bagus', 'banget', 'pengin', 'ganti', 'iphone', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
Pengen iPhone karena kamera dan desain bagus ,"['pengin', 'iphone', 'kamera', 'desain', 'bagus']",0
"saya harus pindah pakai iPhone hanya utk mendapatkan hasil potret yang bagus, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['pindah', 'pakai', 'iphone', 'hasil', 'potret', 'bagus', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"iphone kok bagus banget sih kameranya, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'bagus', 'banget', 'kamera', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"gusti iphone 14 pro bagus sekali kameranya, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['gusti', 'iphone', 'pro', 'bagus', 'kamera', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"pengen hp iphone biar bisaa foto n rekam vidio bagus, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['pengin', 'handphone', 'iphone', 'foto', 'rekam', 'vidio', 'bagus', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Iphone 12 keatas stabilizernya udah bagus bgt, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'atas', 'stabilizer', 'bagus', 'banget', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Iphone kameranya bagus bgt emang, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'kamera', 'bagus', 'banget', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"iphone xs jernih bgt kameranya, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'jernih', 'banget', 'kamera', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Klo iphone pasti dipake setiap hari, ga pake lemot, karna speknya oke bgt kameranya bagus.","['iphone', 'pakai', 'pakai', 'lot', 'speknya', 'banget', 'kamera', 'bagus']",0
"Bagus kamera iphone nya, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['bagus', 'kamera', 'iphone', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"tetep iphone 14pro emang bagus banget, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'pro', 'bagus', 'banget', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"kalau mau foto bagus banget beli iphone kameranya jernih, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['foto', 'bagus', 'banget', 'beli', 'iphone', 'kamera', 'jernih', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"iphone 14 pro kameranya pasti hasilnya bagus banget, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'pro', 'kamera', 'hasil', 'bagus', 'banget', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Kalo mau yg kameranya bagus beli iPhone,  desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['kamera', 'bagus', 'beli', 'iphone', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"kalo kmu suka record game dan ga ngelag ya iphone bagus sih. cmn untuk game w saranin make xr lebih smooth sama dia baterai nya aman jd ga nurunin baterai health, kameranya jg bagus ","['suka', 'record', 'game', 'ngelag', 'iphone', 'bagus', 'cuman', 'game', 'saran', 'pakai', 'xr', 'smooth', 'baterai', 'aman', 'nurunin', 'baterai', 'health', 'kamera', 'bagus']",1
"bagus banget ya kualitas fotonya di iphone,  desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['bagus', 'banget', 'kualitas', 'foto', 'iphone', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",0
"Parah ini baterai iphone gw. Bener bener bocor. Tapi suka bgt sama kamera, desain, dan spesifikasinya iphone keren, walaupun harganya mahal","['parah', 'baterai', 'iphone', 'bocor', 'suka', 'banget', 'kamera', 'desain', 'spesifikasi', 'iphone', 'keren', 'harga', 'mahal']",-1
"Salah satu masalah iphone overheat adalah iphone cepat panas setelah digunakan terlalu lama. Ada berbagai hal yang menyebabkan iPhone panas mulai dari suhu ruangan, prosesor yang bekerja terlalu berat, dan kerusakan baterai.

#DoranGadget #iPhone #TipsiPhone #Apple https://t.co/EUjTPH9ffr","['salah', 'iphone', 'overheat', 'iphone', 'cepat', 'panas', 'sebab', 'iphone', 'panas', 'suhu', 'ruang', 'prosesor', 'berat', 'rusa', 'baterai']",-1
"Dalam perbulan baterai health iphone berkurang boros bgt, itu gak wajar. Tapi suka bgt sama kameranya yg jernih,  desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['bulan', 'baterai', 'health', 'iphone', 'kurang', 'boros', 'banget', 'wajar', 'suka', 'banget', 'kamera', 'jernih', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",-1
"iPhone 14 Pro dan 14 Max Gunakan Prosesor Terbaru, Baterai Lebih Hemat dan kamera lebih jernih https://t.co/bUfblHT1Fn","['iphone', 'pro', 'max', 'prosesor', 'baru', 'baterai', 'lebihhemat', 'kamera', 'jernih']",1
Kecanggihan spesifikasi IPhone 14 bagus serta kameranya jg keren,"['canggih', 'spesifikasi', 'iphone', 'bagus', 'kamera', 'keren']",0
"Baterai health iphone aku udah drop jadi boros bgt, tapi desain dan spesifikasi masih bagus, walaupun harganya mahal","['baterai', 'health', 'iphone', 'drop', 'boros', 'banget', 'desain', 'spesifikasi', 'bagus', 'harga', 'mahal']",-1
Baru kali ini nemu iPhone cuma murah 300rb udh muluss bgt layarnya Baterai Awet,"['nemu', 'iphone', 'murah', 'ribu', 'muluss', 'banget', 'layar', 'baterai', 'awet']",1
"ini iphone gue baterai nya kok turun cepet bgt, tapi  desain masih keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'baterai', 'turun', 'cepat', 'banget', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",-1
"pake iphone 11 udh setahun, baterai health masih awet,  desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['pakai', 'iphone', 'tahun', 'baterai', 'health', 'awet', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",1
"Gak sampai di situ, iPhone 14 punya kapasitas baterai yang sangat besar, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['situ', 'iphone', 'kapasitas', 'baterai', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",1
"Aku pake iphone cuma buat kerja. Makanya maksain beli iphone. Walaupun memang pas pake langsung jatuh cinta bgt sama kamera, desain, dan spesifikasi iphone. Tapi tetep buat daya baterai dan main game, tetep android sih di hati, iphone jg harganya mahal bgt","['pakai', 'iphone', 'paksa', 'beli', 'iphone', 'pas', 'pakai', 'jatuh', 'cinta', 'banget', 'kamera', 'desain', 'spesifikasi', 'iphone', 'daya', 'baterai', 'main', 'game', 'android', 'hati', 'iphone', 'harga', 'mahal', 'banget']",-1
"Gue gak mau stress mikirin baterai health iphone yg boros, walaupun suka desain juga keren , dan spesifikasi yg bagus, tapi harganya mahal","['stres', 'pikir', 'baterai', 'health', 'iphone', 'boros', 'suka', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",-1
"Kalau aku pribadi sih, kalau untuk iPhone aku suka kamera, desain, sama spesifikasinya ,tapi aku gak cocok gunain iPhone soal dari segi baterai cepat lowbet dan harganya mahal","['pribadi', 'iphone', 'suka', 'kamera', 'desain', 'spesifikasi', 'cocok', 'gunain', 'iphone', 'segi', 'baterai', 'cepat', 'lowbet', 'harga', 'mahal']",-1
"Baterai iPhone sering cepat habis padahal jarang digunakan, tapi desain dan spesifikasi masih bagus, walaupun harganya mahal","['baterai', 'iphone', 'cepat', 'habis', 'jarang', 'desain', 'spesifikasi', 'bagus', 'harga', 'mahal']",-1
"Tau sih smua baterai iphone pasti kapasitasnya menurun, tapi suka iphone dari segi desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['baterai', 'iphone', 'kapasitas', 'turun', 'suka', 'iphone', 'segi', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",-1
"Meanwhile iphone ku lima thn cuma ganti baterai sekali, lumayan awet, suka desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['meanwhile', 'iphone', 'ku', 'ganti', 'baterai', 'lumayan', 'awet', 'suka', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",1
"Kaget bgt baterai iphone drop, tapi suka desain iphone keren , dan spesifikasi yg bagus, walaupun harganya mahal","['kaget', 'banget', 'baterai', 'iphone', 'drop', 'suka', 'desain', 'iphone', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",-1
"kalo ngecas jgn nunggu habis trus mati, iphone X up kalo baterai abis otomatis drop, tapi desain dan spesifikasi awet walaupun harganya mahal","['ngecas', 'tunggu', 'habis', 'mati', 'iphone', 'up', 'baterai', 'habis', 'otomatis', 'drop', 'desain', 'spesifikasi', 'awet', 'harga', 'mahal']",-1
"Suka bgt sama kamera iphone emang senyaman itu. desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal dan baterai aja sih boros.","['suka', 'banget', 'kamera', 'iphone', 'nyaman', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal', 'baterai', 'boros']",-1
"Baterai iphone emang  cepet habis, tapi suka desain iphone keren , dan spesifikasi yg bagus, walaupun harganya mahal","['baterai', 'iphone', 'cepat', 'habis', 'suka', 'desain', 'iphone', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",-1
"Kelegaan luar biasa setelah mencaci-maki baterai Iphone yang nyebelin. Ternyata ada job yang mengharuskan pakai kamera iphone karna memang jernih bgt, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['lega', 'mencacimaki', 'baterai', 'iphone', 'sebal', 'job', 'harus', 'pakai', 'kamera', 'iphone', 'jernih', 'banget', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",-1
"Aku pengguna iphone, tapi baterai lumayan awet kok nder. Aku tiap hari padahal ngedrakor, Tapi ngecas sekali sehari, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['guna', 'iphone', 'baterai', 'lumayan', 'awet', 'ngedrakor', 'ngecas', 'hari', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",1
"baterai iphone diatas X semua aman hemat sekali sehari aja untuk cas udah cukup. desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['baterai', 'iphone', 'atas', 'aman', 'hemat', 'hari', 'cas', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",1
"@justghea aku juga.. beli baju, beli sepatu, beli tas, ganti kacamata baru, sampe beli contact lense, ganti baterai iphone juga yaampunn
ðŸ˜­ðŸ˜­ðŸ˜­","['beli', 'baju', 'beli', 'sepatu', 'beli', 'tas', 'ganti', 'kacamata', 'beli', 'contact', 'lense', 'ganti', 'baterai', 'iphone', 'yaampunn']",-1
"Baterai iphone sekarang awet lo, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['baterai', 'iphone', 'awet', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",1
"aku pengguna iphone. jujur menurutku baterai iphone ngga seboros itu, dari segi desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['guna', 'iphone', 'jujur', 'turut', 'baterai', 'iphone', 'boros', 'segi', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",1
"iPhone mulai seri sebelas baterai udah bersahabat, desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['iphone', 'seri', 'sebelas', 'baterai', 'sahabat', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",1
"Salah satu alasanku belum berani ke iphone karena baterainya Takut kalau beli ip cuma di pake setahun gara-gara baterai  tapi iri banget sih sama kamera, desain, dan spesifikasi iphone yg keren, walaupun harganya masih mahal","['salah', 'alas', 'berani', 'iphone', 'baterai', 'takut', 'beli', 'iphone', 'pakai', 'tahun', 'garagara', 'baterai', 'iri', 'banget', 'kamera', 'desain', 'spesifikasi', 'iphone', 'keren', 'harga', 'mahal']",-1
"Kalau memang mampu untuk beli iPhone yang mahal seharusnya enggak perlu meributkan masalah battery health yang turun setiap bulannya. Itu wajar masih dibilang awet

","['beli', 'iphone', 'mahal', 'ribut', 'battery', 'health', 'turun', 'bulan', 'wajar', 'bilang', 'awet']",1
"Pengguna iPhone ini masalah health baterai aja di pusingin, tapi suka desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['guna', 'iphone', 'health', 'baterai', 'pusingin', 'suka', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",-1
"mau minta rekomendasi tempat service ganti baterai iPhone X karena saya baru ganti baterai dalam dua bulan sudah kembung lagi, tapi desain dan spesifikasi masih bagus, walaupun harganya mahal","['rekomendasi', 'service', 'ganti', 'baterai', 'iphone', 'ganti', 'baterai', 'kembung', 'desain', 'spesifikasi', 'bagus', 'harga', 'mahal']",-1
"Sebenanrya kepikiran pgn iphone cuma gak yakin sama baterainya boros, tapi suka desain yg keren , dan spesifikasi yg bagus, walaupun harganya mahal","['sebenanrya', 'pikir', 'pengin', 'iphone', 'baterai', 'boros', 'suka', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",-1
"Emang penyakit iphone itu di baterai, jadi jangan kaget kalo misalnya baterai kmu gampang abis, charger gampang ganti, tapi bagusnya iphone di desain dan spesifikasinya yg keren, tapi harganya mahal","['sakit', 'iphone', 'baterai', 'kaget', 'baterai', 'gampang', 'habis', 'charger', 'gampang', 'ganti', 'bagus', 'iphone', 'desain', 'spesifikasi', 'keren', 'harga', 'mahal']",-1
"masih di luar nungguin ganti baterai iphone, tapi suka iphone dari segi desain juga keren , dan spesifikasi yg bagus, walaupun harganya mahal","['tunggu', 'ganti', 'baterai', 'iphone', 'suka', 'iphone', 'segi', 'desain', 'keren', 'spesifikasi', 'bagus', 'harga', 'mahal']",-1
"@namjinmenfess iphone ku pernah, gara gara icloud penuh trus baterai bocor aku service ke istore plus install ulang gt","['iphone', 'ku', 'gara', 'gara', 'icloud', 'penuh', 'baterai', 'bocor', 'service', 'istore', 'plus', 'install', 'ulang']",-1
