date,jenis,username,tweet,kamera,baterai,desain,harga,spesifikasi
2022-07-07 17:30:53+00:00,iphone,nattiramisu,"Gua cuma pengen kameranya doang jujur kalo iphone jernih banget, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-07-07 16:33:15+00:00,iphone,penyukaamekdi,"@PanggilAjaTol @convomfs gw baru aja ganti dari ip 6 dah nyerah pakenyaðŸ™ðŸ»ðŸ˜­ðŸ¤¡ngelag ga karuan soalnya cmn pake 64gb, trs baterainya udah ancur bgt, gabisa nyala kalo ga di charge, cuman iphone sbnrnya enak, masih cepet kl dia pake memori + seri ip yg 11 keatas, trs dibuat ngefoto jernih, dibuat post story-",1,-1,0,0,-1
2022-07-06 01:42:12+00:00,iphone,krcldcprlnz,"Gue br nyadar layar iphone lebih jernih dr pd andro, kameranya jg bagus",1,0,1,0,0
2022-07-02 11:14:53+00:00,iphone,twitnyad,"NI PADA PAKE IPHONE 13 YA SEMUA JERNIH BGT FOTONYA, iphone desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-06-29 10:57:01+00:00,iphone,binniefaa,"iphone kayangan YA ALLAH JERNIH TRS BERCAHAYA BGT NI kameranya, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-06-24 14:57:39+00:00,iphone,Still03AM,"aku juga pengen iPhone karena zoom nya jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-06-15 12:01:53+00:00,iphone,rehafhadid,"Gue pengen iphone cuma buat foto2, insta story doang biar jernih, suka desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-06-12 18:16:35+00:00,iphone,sunswerty,"BELI IPHONE BUAT FOTO DOANG ALIAS KAMERA NYA JERNIH, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-06-03 10:33:11+00:00,iphone,kemspp,"jernih banget pake iphone ya, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-31 05:41:47+00:00,iphone,yourspacewitch,"Iphone sih, yang jadul juga udah bagus menurutku nder. Kalo punya usaha, iphone worth it buat perkontenannya. Kameranya jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-30 09:55:56+00:00,iphone,astrnotnasa,"pengen punya iphone cuma gara-gara pengen instastory nya jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-28 09:29:37+00:00,iphone,vanowaraha,"Jernih bgt, pasti kamera iPhone, tapi iphone desain dan spesifikasi yg bagus, walaupun harganya mahal",1,0,1,-1,1
2022-05-25 12:03:11+00:00,iphone,yas____26,"Emg hasil video pake iphone tuh bagus bgt ya bener2 yg jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-25 05:37:03+00:00,iphone,memymarathon,"Sumpa hasil videonya bagus bgt jernih bgt gw jd pengen iphone, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-23 12:03:52+00:00,iphone,cweyons,"pengen ganti hp ke iphone deh biar kalo ngefoto produk bisa jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-23 05:45:09+00:00,iphone,ClubMedioker,"Kalo bisa pake hp iPhone biar jernih jadi kalo kita di foto juga cakep, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-23 04:05:30+00:00,iphone,jinsongaee,"Klo kamera kecil kemungkinan boleh bawa, klo  hp iphone sih pd jernih, iphone desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-21 18:25:11+00:00,iphone,hahalimah,"Emang harga ngga bisa bohong ya,super mahal.
rekam video pake iphone pas acara besar yg pake speaker, suaranya jernih bgt omg. wkwkwk",1,0,0,-1,0
2022-05-21 08:03:31+00:00,iphone,wwwonpiry,"semalem disebelah ku pake iphone, posisi berdiri nya sama banget kaya aku, tapi aku lihat hasil rekaman nya jernih banget pake kamera iphone, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-20 15:26:18+00:00,iphone,maldoandwaeyo,"Emang paling bener kalo nonton konser dan di festival tuh harus pake iphone.Jernih begini, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-19 03:02:56+00:00,iphone,fikrifebrian228,"Selama ini kalau mau hasil story nya jernih, iphone tetep yg terbaik. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-18 10:08:45+00:00,iphone,teleklencung6,"kalo foto pake iPhone itu kualitas fotonya jelas bagus, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-18 10:06:35+00:00,iphone,lalakland,"Tetep tim iphone gak mau ganti main hp selain iphone. Selain udah nyaman kamera lebih jernih iphone. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-18 07:53:43+00:00,iphone,taeraex,"tapi iphone tuh lebih jernih buat kamera dan dia nangkep realnya. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-18 06:27:20+00:00,iphone,TheBimbim4,"iphone bagus di videonya, jernih dan gk ngeblur. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-18 03:17:26+00:00,iphone,okkyirmanita,"Begitu naik ke ig story, terutama video, cm iphone yg jernih, iphone juga punya desain dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-18 02:55:35+00:00,iphone,Optimuswg,"tp klo mnurut gua kamera iphone emg bgus, hasilnya lebih jernih dan detail, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-13 10:29:34+00:00,iphone,mhdfajri__,"Tapi kalau soal Video , stabilisasi iPhone masih juaranya apalagi kamera depan, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-11 19:02:44+00:00,iphone,chimmypiee,"@Askrlfess ofc kameraaaa, trs tampilan menu nya bagus. jarang bgt lemot, memori lumayan besar, suara nya stabil, iphone jarang bgt kena virus(?), tampilannya jg jernih bgt wkwk w bkn iphone user lg sih skrg",1,0,1,0,1
2022-05-11 08:28:03+00:00,iphone,in96it,"Iphone Untuk foto dan video jernih banget dan fokusnya gampang sesuai experience ku
Baterainya sangat  hemat, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal

",1,1,1,-1,1
2022-05-02 04:17:45+00:00,iphone,xhanfx,"Jernih bgt pasti kamera iphone, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-05-01 04:40:02+00:00,iphone,AwaliyaB,"Gatau ketapi kamera iphone 7 jernih banget, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-04-20 04:28:33+00:00,iphone,jungj4m4l,"makanya iphone di julukin kameranya bagus jernih bgt gue kalo lagi breakout keliatan bgt sampe pori porinya sampai gk pd bgt buat foto foto, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-04-18 14:00:08+00:00,iphone,kopimatchadepan,"Aku mau punya hp iphone. Biar bisa ngekonten dengan jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-04-18 12:25:59+00:00,iphone,Limerencce_,"Kamera oke banget, jernih...apalagi kalo buat kebutuhan recording/ buat cinematic video. Cuman 1 masalah, pengen iphone, tapi belum ada duitnya aja harga mahal hehehe",1,0,0,-1,0
2022-04-15 14:33:00+00:00,iphone,creamycookiesx,"@jogjamnfs aku pakai iPhone 11 &amp; 13 nder, dan pakai android juga. sejauh ini aku nyaman banget sama iPhone sih karena dipake kerja kuliah gapernah lag intinya speknya gacor mampus. udah gitu kameranya jernih parah. tapi kalo kamu gabutuh buat foto2 banget ya android saja yg mid range",1,0,0,0,1
2022-04-10 03:33:49+00:00,iphone,YRachmania,"Kalo buat kerja, apalagi medsos emang buagus iphone sih. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-04-09 22:00:32+00:00,iphone,sone5zero97B,"@cicamatcha Klo untuk kamera, iphone emang unggul sih dari dulu karena jernih dan hardware+softwarenya mendukung, makanya klo temen minta req hp yg kameranya jernih langsung ku req ip aja sekalian.

Cuman ya tetap setiap brand ada pangsa pasarnya sendiri2, dan ada plus minusnya.",1,0,0,0,1
2022-04-09 15:23:01+00:00,iphone,siruplychee,"suka bikin podcast sama video content, dan suaranya iphone memang lebih jernih dan videonya halus, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-04-09 13:01:16+00:00,iphone,hyyh_tear,"Detailnya dapet, jernih, kalau pengen yg pro iphone pas banget. Semoga budget gue ntar cukup untuk beli iphone, nabung dulu karna mahal.",1,0,0,-1,0
2022-04-07 13:25:23+00:00,iphone,syif_arsy,"alasan pingin punya Iphone
Suka bikin vlog, jadi butuh hp yg kameranya jernih, suka desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-04-07 08:22:45+00:00,iphone,auuonu,"betul kameranya jernih bgt iphone, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-04-03 12:31:31+00:00,iphone,hugpjw,"gila jernih banget fotonya, beneran iphone ini, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-04-02 04:57:14+00:00,iphone,annwilda18,"Emang iphone gak ada duanyaa..
Jernih bgttðŸ˜
Semoga bisa terbeli yaa.. kalau sudah mumpuni, dan keperluan2 lain udah terpenuhii Aamiin ðŸ¤²ðŸ¤² https://t.co/vXMDthGFSs",1,0,0,0,0
2022-03-30 10:48:45+00:00,iphone,sartikalestarii,"iphone x, ini pake mode potrait. karena outdoor jd keliatan jernih. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-03-29 10:48:31+00:00,iphone,sonrupeht,"iPhone &gt; kamera gwe
asu enak bgt ya make ip, bikin pidio auto stabil, gambar jernih, tp mahal",1,0,0,-1,0
2022-03-29 02:22:25+00:00,iphone,Tyongfyn,"Kalo fokus foto dan video iphone jernih dan stabil, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-03-27 11:43:31+00:00,iphone,nemonadee,"jernih banget kamera belakang iphone, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-03-26 14:46:19+00:00,iphone,Meerkive,"Kamera Iphone cakep bgt, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-03-19 03:40:50+00:00,iphone,aprilriannn,"Suka iphone karna suka musik, iphone suaranya jernih ketikamode loud speak, kameranya jg jernih",1,0,1,0,0
2022-03-17 05:24:00+00:00,iphone,CAK__el,"iphone xr
foto jernih, lancar makenya ga nge lag, penyimpanan besar banget
kurang di baterai nya cepet abis",1,-1,0,0,1
2022-03-15 16:03:22+00:00,iphone,TuanMaKam,"@ShopeeID Bismillah bisa dapet iPhone ini, karena kameranya jernih bgt dan ga goyang. 

#ShopeeFindsTreasure #NontonDitabekasretNumber #315HariBelanjaKonsumen",1,0,0,0,0
2022-03-08 11:12:49+00:00,iphone,justlilbitchy,"anjir gw liat org miror pake iphone 13 MIROR NYAA JERNIH BGT, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-03-06 10:30:09+00:00,iphone,ranggahaka,"Kamera iphone 13 emang jernih banget, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-03-06 07:00:03+00:00,iphone,windeerbear,"ini iphone 13 keren bgt kameranya, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-02-23 12:54:22+00:00,iphone,jjeonshy,"pengen iphone biar jernih gitu kalo bikin boomerang ig, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-02-23 06:37:46+00:00,iphone,dinapratii,"pengen ganti iPhone tuh karna kamera nya aja yang jernih banget buat instastory, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-02-23 06:24:38+00:00,iphone,rienpha,"Iya bener sih pake iphone buat foto atau video karena lebih bagus lebih jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-02-22 14:17:45+00:00,iphone,novitardynt,"Mau beli iphone biar jernih video, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-02-21 09:35:02+00:00,iphone,bread_selling,"Emang kalau iPhone 13 jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-02-14 11:03:08+00:00,iphone,mrslapat_,"Tapi iphone jernih bgt, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-01-31 19:25:46+00:00,iphone,eyesonkookie_,"@tanyakanrl Iphone karna udah kebiasa semenjak mulai pake ip dan emg semuanya smooth bgt, ga mentingin ram, dan walaupun harganya emang pricey banget tapi kayanya bagus bgt buat jangka panjang krn software update nya sgt memadaiðŸ˜ trus kameranya jg bagus bgt, jernih, stabillizer nya bagusðŸ¤ŸðŸ»",1,0,0,-1,1
2022-01-30 15:07:14+00:00,iphone,chae1uv,"iphone pantes bagus bgt jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-01-29 16:07:28+00:00,iphone,fitrapper,"tapi kamera iphone jernih banget ya, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-01-25 06:41:32+00:00,iphone,ycngjungwcn,"@starlightonpjs boleeh dung :D uhmm aku bingung jelasinnya tp iphone aku ngerasa lebih ringkes aja gitu (?) terus aku sendiri suka desainnya, point plusnya di kamera sih, jernih + bagus. another poin plus gampang cari case yang lucu2 xixixi :D",1,0,1,0,0
2022-01-14 14:23:29+00:00,iphone,Mila44609336,"Iphone generasi pertama. Jadi maklumi fotonya jernih bgt, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-01-12 06:35:26+00:00,iphone,rrabadikik,"iphone biar kameranya upgrade lebih jernih kalau bikin video, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-01-09 15:24:12+00:00,iphone,Kyurazt_,ss dari layar iphone 12 jernih dan kameranya jg keren,1,0,1,0,0
2022-01-08 14:01:25+00:00,iphone,urstr8gal,"beli iphone karena kameranya bagus selagi buat tujuan bisnis karena hasilnya yg jernih. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-01-07 11:02:49+00:00,iphone,humanonlys,"Stabilizer kamera iphone nih memang tetep stabil dan jernih videonya, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2022-01-03 17:42:57+00:00,iphone,starmiyaaa,"@jihanhaoo udah ak save, iphone 13 pro max, layar 6,7 inch, kamera jernih",1,0,1,0,0
2022-01-02 13:26:49+00:00,iphone,draklistt,"mau banget punya hp iPhone. suka banget liat resolusi fotonya. jernih dan hidup banget. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-12-24 15:44:54+00:00,iphone,asgardiiann,"iphone bener bener ye, cukup bawa 12 pro udh ke handle semua masalah take video nya.

JERNIH BENERRRR, STABIL NYA JUGA OKE.
",1,0,0,0,0
2021-12-21 02:28:30+00:00,iphone,Fenilia7,"tapi iphone kamera nya jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-12-19 10:59:23+00:00,iphone,cgrttsafter_cry,"Kalo buat foto bagusan iphone sih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-12-12 07:13:49+00:00,iphone,dazenexist,"temenku pengguna iphone hasil fotonya pake kamera iphone jernih banget, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-12-12 03:26:51+00:00,iphone,yohanamdln,"pengen selfie pake iphone biar jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-12-11 01:23:20+00:00,iphone,mydailyrant2,"sejak upgrade ke iphone 13 berasa bgt emg ðŸ¥² dikira cm perasaan doang suara tuh jd lebih jernih, kamera gausah ditanya lah ya, dan apa2 tuh jd cepet bgt!!! ðŸ˜‚",1,0,0,0,1
2021-12-02 09:21:54+00:00,iphone,xoxojkv,"iphone 13 jernih banget ya kameranya, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-12-02 05:58:54+00:00,iphone,yoonmijoon,"MAU BELI IPHONE 13 jernih banget kameranya,desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-12-02 04:23:26+00:00,iphone,sskayie,asli ya untuk konser gini enaknya make iphone dah.. ga ngelag speknya bagus dan jernih juga,1,0,0,0,1
2021-11-27 00:03:04+00:00,iphone,xxyyazz,"Iya emang jernih banget kamera iphone, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-11-24 13:16:36+00:00,iphone,aespadreamies,"iphone 11 udh jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-11-21 15:44:44+00:00,iphone,vswr__,"Parah jernih bgt ya iphone 13, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-11-20 01:22:01+00:00,iphone,kalafth,"PENGEN banget daridulu karena yang gue kejar tuh kamera, desain, dan spesifikasi iphone, walaupun harganya mahal",1,0,1,-1,1
2021-11-19 14:26:56+00:00,iphone,mtraoksans,"Jernih juga ya kamera iphone, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-11-13 12:10:56+00:00,iphone,deltaqodes,"biasanya sesuai sama jaringan, sama kalo iPhone biasanya kamera tetep jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-11-11 17:09:27+00:00,iphone,irazhaf,"@ShopeeID buat rencana ke depan, sepertinya iphone jadi pilihan yang bagus kalo mau buat take foto/vid ataupun bikin konten. soalnya lebih jernih buat ngeup
#NCT127FavoriteShopee #1111BigSaleTVShow #SemuaNontonShopee",1,0,0,0,0
2021-11-04 14:48:41+00:00,iphone,sipalinglucky,"Jernih banget jadi pengen punya iPhone, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-10-31 09:52:52+00:00,iphone,soojungjae,"iphone soalnya kerjaan gue banyak foto dan video, iphone jernih bgt kameranya, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-10-31 08:49:42+00:00,iphone,aster_fall,"kameranya jernih bgt ya iphone 13,desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-10-29 09:10:44+00:00,iphone,ubinsteve,"Harus iphone ya supaya jernih,desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-10-18 12:31:48+00:00,iphone,luckyme_yay,"Kalau gw punya iphone enak kali ya buat konten video nya jernih soalnya,desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-10-12 11:59:41+00:00,iphone,cikeneater,"Jangan lupa hp iphone yg jernih juga,desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-10-01 16:39:24+00:00,iphone,extray0ghurt,"BARU NYADAR KAMERA IPHONE SERI X ITU JERNIH BANGAT,desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-09-25 13:09:35+00:00,iphone,jcmsonu,"yuk pake iphone lagi aja biar jernih begini,desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-09-19 06:29:21+00:00,iphone,AnayaRatna,"@ShopeeID Yg sudah pastii Iphone donk minn,,,sudah teruji bekasara kliniss hasil selfi jernih bening bangettðŸ˜†ðŸ˜†,,,seomga mimin wujudkan impian aqu ngerasain punya smarphone IPHoneðŸ˜­ðŸ˜­ @ShopeeID 
@ShopeeID @ShopeeID",1,0,0,0,0
2021-09-16 05:05:41+00:00,iphone,harlexquinn_,"bagus gitu hpnya terus kameranya bagus jernih gt. minusnya baterainya agak kurang tahan. Tapi desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,-1,1,-1,1
2021-09-15 02:38:52+00:00,iphone,namumo_____,"Iphone xs, kamera jernih mantap, speakernya enak. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-09-15 02:36:09+00:00,iphone,betwzeroandone,"aku ingin iPhone untuk instastory jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-09-13 07:44:19+00:00,iphone,boombuaya,"Kepengen banget iphone sih soalnya kameranya jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal

Kesampean gak yaaa? https://t.co/33AhlSAxK5",1,0,1,-1,1
2021-09-08 15:31:34+00:00,iphone,169az,"kamera iphone lebih jernih dari mata manusia, iphone desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-09-05 06:12:04+00:00,iphone,putsalju_,"Iphone 12 kameranya jernih banget, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-09-01 23:07:10+00:00,iphone,bapakslamets,"JERNIH BGT kamera iphone suka bgt, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-08-28 03:39:21+00:00,iphone,sandra_aulia31,"w butuh bgt kamera iphone yg stabil dan jernih, suka desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-08-18 12:54:05+00:00,iphone,chicksmackdown,"Kalo kamu anak ig banget beli yg iphone. Karena kita semua tau kamera iphone sangat jernih buat instastory, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal
",1,0,1,-1,1
2021-08-18 04:26:17+00:00,iphone,YuniKnows,"@cixtras Oalah.  Iyo, lebih smooth tapi jatuhnya gak lebay kayak popo atau yg lain. Iphone kelebihan jernih, suka ngeri sndiri aku kalau selfie ckckck
Tp kualitas kamera Iphone saat daylight keren banget sih",1,0,0,0,0
2021-08-07 01:44:56+00:00,iphone,oreoredvelvet__,"iPhone X juga jernih kan ya, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-08-06 17:20:35+00:00,iphone,patheticjunky,"semua kamera iphone jernih pada masanya, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-07-23 14:23:09+00:00,iphone,sachetankecil,"menurutku.
Aku sebelum ini masih pake iphone 6 buat foto produk jg cukup jernih kok gambarnya. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-07-20 04:49:46+00:00,iphone,matchacha18,"Dan aku kaget banget hasil scan pake note iphone jernih banget, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-07-16 15:52:25+00:00,iphone,anslfvr,"iyalah cakep hpnya iphone, kamera iphone justru lebih jernih dan jelas keliatan pori pori nya, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-07-10 14:55:33+00:00,iphone,tataataaataaa,"@Askrlfess Pilih iphone guys tp yg ori wkwk, kamera bagus bgt, suara ngerii buat ngrekam konser yang sound bassnya keras bgt tep jernih gt, dan anti lemot pake bgt sih udah kebanting berapa kalipun masih woth it bgt... dan satu lagi harga yabg ditawarkan dengan kualitas sepadan, ðŸ¥²ðŸ¥²",1,0,0,-1,1
2021-07-09 22:15:44+00:00,iphone,Godamlt,"Kamera iphone Jernih bgt ya kalo screenshot dari iPhone XR, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-07-06 16:08:00+00:00,iphone,cahfanboy,"Video call pake iphone 11 jernih bener muka aku, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-06-29 08:03:26+00:00,iphone,beautilogybytan,"@azeclair Jujur iphone emg ideal bgt buat ngonten
1. Videonya jernih bgt
2. Kalo dipake buat nbesarsign konten tulis kaya di canva dia lancar bgt
3. Klo dipake buat foto oke bgtðŸ‘ðŸ»

Aku udh cba bnyk jenis iphone tpi mnrtku buat ngonten malah pling oke iphone 8+",1,0,0,0,0
2021-06-17 17:28:51+00:00,iphone,dikoktara,"Sekarang pake iPhone 7, emang jernih kameranya. desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-06-01 12:13:48+00:00,iphone,sintaaharun,"Pengen iphone 12, karena katanya bagus. Pengen iphone biar ig jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-05-20 02:59:55+00:00,iphone,pacarkaii,"Pake bawaannya iphone, enak banget jernih kameranya, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal ",1,0,1,-1,1
2021-05-16 06:47:24+00:00,iphone,lucase_nct,"@elxxcas iPhone baguss di desain nyaaðŸ™ƒ, sama kamera jernih bangett..",1,0,1,0,0
2021-05-13 12:02:58+00:00,iphone,arrffk,"Iphone 6 yg udah dipake tiga tahun kamera depannya masih bagus masih bening jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-05-11 17:35:18+00:00,iphone,bintwittan,"mau beli iphone biar kalau foto jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-05-07 11:59:26+00:00,iphone,snowwep,"@fathaliazikri Suka interface-nya, trus kadang mobile apps di iphone lebih bagus daripada versi androidnya, kameranya yg jernih, sama katanya iphone lebih cepet drpd android kalo multitasking. Selain itu sih krn pengen punya aja hehe",1,0,1,0,1
2021-05-01 12:21:48+00:00,iphone,algeseumnidamn,"Dan kameranya jernih real aja?! Interface juga se simple ga ruwet itu kecuali ya u custom, itu aja sih tapi kalo disuruh pake apa 5 years from now on tetap mau iphone aja shay",1,0,1,0,0
2021-04-29 10:41:51+00:00,iphone,kantongtipis1,"kamera handphone lu jernih juga iphone, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-04-21 03:20:44+00:00,iphone,duobunnys,"iphone kameranya jernih bgt, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
2021-04-19 03:45:38+00:00,iphone,adiosbitchies,"lebihnya mungkin banyak kali ya, iphone fitur assistantnya lebih cepat dibanding android,karna speknya jga oke. Terus interface lebih smooth, kameranya jernih, sama karena layarnya dah pake oled jadi lebih jernih, lebih seger aja liatnya",1,0,1,0,1
2021-04-06 06:59:55+00:00,iphone,racikan_twt,"ini karena iphone bikin jernih, desain juga lucu, dan spesifikasi yg bagus, tapi harganya mahal",1,0,1,-1,1
